filename,crack,inactive,nbr
images/augs/cell2308_hflip.png,0,0,2308
images/augs/cell2308_90deg.png,0,0,2308
images/augs/cell2308_180deg.png,0,0,2308
images/augs/cell2308_270deg.png,0,0,2308
images/augs/cell1893_vflip.png,0,0,1893
images/augs/cell1893_hflip.png,0,0,1893
images/augs/cell1893_90deg.png,0,0,1893
images/augs/cell1893_180deg.png,0,0,1893
images/augs/cell1893_270deg.png,0,0,1893
images/augs/cell1549_vflip.png,0,0,1549
images/augs/cell1549_hflip.png,0,0,1549
images/augs/cell1549_90deg.png,0,0,1549
images/augs/cell1549_180deg.png,0,0,1549
images/augs/cell1549_270deg.png,0,0,1549
images/augs/cell1417_vflip.png,0,0,1417
images/augs/cell1417_hflip.png,0,0,1417
images/augs/cell1417_90deg.png,0,0,1417
images/augs/cell1417_180deg.png,0,0,1417
images/augs/cell1417_270deg.png,0,0,1417
images/augs/cell1357_vflip.png,0,0,1357
images/augs/cell1357_hflip.png,0,0,1357
images/augs/cell1357_90deg.png,0,0,1357
images/augs/cell1357_180deg.png,0,0,1357
images/augs/cell1357_270deg.png,0,0,1357
images/augs/cell0037_vflip.png,1,0,0037
images/augs/cell0037_hflip.png,1,0,0037
images/augs/cell0037_90deg.png,1,0,0037
images/augs/cell0037_180deg.png,1,0,0037
images/augs/cell0037_270deg.png,1,0,0037
images/augs/cell0036_vflip.png,1,0,0036
images/augs/cell0036_hflip.png,1,0,0036
images/augs/cell0036_90deg.png,1,0,0036
images/augs/cell0036_180deg.png,1,0,0036
images/augs/cell0036_270deg.png,1,0,0036
images/augs/cell1611_vflip.png,0,0,1611
images/augs/cell1611_hflip.png,0,0,1611
images/augs/cell1611_90deg.png,0,0,1611
images/augs/cell1611_180deg.png,0,0,1611
images/augs/cell1611_270deg.png,0,0,1611
images/augs/cell0484_vflip.png,1,1,0484
images/augs/cell0484_hflip.png,1,1,0484
images/augs/cell0484_90deg.png,1,1,0484
images/augs/cell0484_180deg.png,1,1,0484
images/augs/cell0484_270deg.png,1,1,0484
images/augs/cell1755_vflip.png,0,0,1755
images/augs/cell1755_hflip.png,0,0,1755
images/augs/cell1755_90deg.png,0,0,1755
images/augs/cell1755_180deg.png,0,0,1755
images/augs/cell1755_270deg.png,0,0,1755
images/augs/cell2003_vflip.png,0,0,2003
images/augs/cell2003_hflip.png,0,0,2003
images/augs/cell2003_90deg.png,0,0,2003
images/augs/cell2003_180deg.png,0,0,2003
images/augs/cell2003_270deg.png,0,0,2003
images/augs/cell0888_vflip.png,1,0,0888
images/augs/cell0888_hflip.png,1,0,0888
images/augs/cell0888_90deg.png,1,0,0888
images/augs/cell0888_180deg.png,1,0,0888
images/augs/cell0888_270deg.png,1,0,0888
images/augs/cell0179_vflip.png,0,0,0179
images/augs/cell0179_hflip.png,0,0,0179
images/augs/cell0179_90deg.png,0,0,0179
images/augs/cell0179_180deg.png,0,0,0179
images/augs/cell0179_270deg.png,0,0,0179
images/augs/cell2043_vflip.png,0,0,2043
images/augs/cell2043_hflip.png,0,0,2043
images/augs/cell2043_90deg.png,0,0,2043
images/augs/cell2043_180deg.png,0,0,2043
images/augs/cell2043_270deg.png,0,0,2043
images/augs/cell1651_vflip.png,1,1,1651
images/augs/cell1651_hflip.png,1,1,1651
images/augs/cell1651_90deg.png,1,1,1651
images/augs/cell1651_180deg.png,1,1,1651
images/augs/cell1651_270deg.png,1,1,1651
images/augs/cell2334_vflip.png,0,0,2334
images/augs/cell2334_hflip.png,0,0,2334
images/augs/cell2334_90deg.png,0,0,2334
images/augs/cell2334_180deg.png,0,0,2334
images/augs/cell2334_270deg.png,0,0,2334
images/augs/cell0775_vflip.png,0,0,0775
images/augs/cell0775_hflip.png,0,0,0775
images/augs/cell0775_90deg.png,0,0,0775
images/augs/cell0775_180deg.png,0,0,0775
images/augs/cell0775_270deg.png,0,0,0775
images/augs/cell1795_vflip.png,0,0,1795
images/augs/cell1795_hflip.png,0,0,1795
images/augs/cell1795_90deg.png,0,0,1795
images/augs/cell1795_180deg.png,0,0,1795
images/augs/cell1795_270deg.png,0,0,1795
images/augs/cell0228_vflip.png,1,0,0228
images/augs/cell0228_hflip.png,1,0,0228
images/augs/cell0228_90deg.png,1,0,0228
images/augs/cell0228_180deg.png,1,0,0228
images/augs/cell0228_270deg.png,1,0,0228
images/augs/cell1399_vflip.png,1,0,1399
images/augs/cell1399_hflip.png,1,0,1399
images/augs/cell1399_90deg.png,1,0,1399
images/augs/cell1399_180deg.png,1,0,1399
images/augs/cell1399_270deg.png,1,0,1399
images/augs/cell1912_vflip.png,0,0,1912
images/augs/cell1912_hflip.png,0,0,1912
images/augs/cell1912_90deg.png,0,0,1912
images/augs/cell1912_180deg.png,0,0,1912
images/augs/cell1912_270deg.png,0,0,1912
images/augs/cell1790_vflip.png,0,0,1790
images/augs/cell1790_hflip.png,0,0,1790
images/augs/cell1790_90deg.png,0,0,1790
images/augs/cell1790_180deg.png,0,0,1790
images/augs/cell1790_270deg.png,0,0,1790
images/augs/cell1618_vflip.png,1,1,1618
images/augs/cell1618_hflip.png,1,1,1618
images/augs/cell1618_90deg.png,1,1,1618
images/augs/cell1618_180deg.png,1,1,1618
images/augs/cell1618_270deg.png,1,1,1618
images/augs/cell1898_vflip.png,0,0,1898
images/augs/cell1898_hflip.png,0,0,1898
images/augs/cell1898_90deg.png,0,0,1898
images/augs/cell1898_180deg.png,0,0,1898
images/augs/cell1898_270deg.png,0,0,1898
images/augs/cell0742_vflip.png,1,0,0742
images/augs/cell0742_hflip.png,1,0,0742
images/augs/cell0742_90deg.png,1,0,0742
images/augs/cell0742_180deg.png,1,0,0742
images/augs/cell0742_270deg.png,1,0,0742
images/augs/cell2213_vflip.png,0,0,2213
images/augs/cell2213_hflip.png,0,0,2213
images/augs/cell2213_90deg.png,0,0,2213
images/augs/cell2213_180deg.png,0,0,2213
images/augs/cell2213_270deg.png,0,0,2213
images/augs/cell0137_vflip.png,0,0,0137
images/augs/cell0137_hflip.png,0,0,0137
images/augs/cell0137_90deg.png,0,0,0137
images/augs/cell0137_180deg.png,0,0,0137
images/augs/cell0137_270deg.png,0,0,0137
images/augs/cell1777_vflip.png,0,0,1777
images/augs/cell1777_hflip.png,0,0,1777
images/augs/cell1777_90deg.png,0,0,1777
images/augs/cell1777_180deg.png,0,0,1777
images/augs/cell1777_270deg.png,0,0,1777
images/augs/cell2397_vflip.png,0,0,2397
images/augs/cell2397_hflip.png,0,0,2397
images/augs/cell2397_90deg.png,0,0,2397
images/augs/cell2397_180deg.png,0,0,2397
images/augs/cell2397_270deg.png,0,0,2397
images/augs/cell1636_vflip.png,0,0,1636
images/augs/cell1636_hflip.png,0,0,1636
images/augs/cell1636_90deg.png,0,0,1636
images/augs/cell1636_180deg.png,0,0,1636
images/augs/cell1636_270deg.png,0,0,1636
images/augs/cell2335_vflip.png,0,0,2335
images/augs/cell2335_hflip.png,0,0,2335
images/augs/cell2335_90deg.png,0,0,2335
images/augs/cell2335_180deg.png,0,0,2335
images/augs/cell2335_270deg.png,0,0,2335
images/augs/cell0481_vflip.png,1,1,0481
images/augs/cell0481_hflip.png,1,1,0481
images/augs/cell0481_90deg.png,1,1,0481
images/augs/cell0481_180deg.png,1,1,0481
images/augs/cell0481_270deg.png,1,1,0481
images/augs/cell0869_vflip.png,1,0,0869
images/augs/cell0869_hflip.png,1,0,0869
images/augs/cell0869_90deg.png,1,0,0869
images/augs/cell0869_180deg.png,1,0,0869
images/augs/cell0869_270deg.png,1,0,0869
images/augs/cell0745_vflip.png,0,0,0745
images/augs/cell0745_hflip.png,0,0,0745
images/augs/cell0745_90deg.png,0,0,0745
images/augs/cell0745_180deg.png,0,0,0745
images/augs/cell0745_270deg.png,0,0,0745
images/augs/cell0062_vflip.png,0,0,0062
images/augs/cell0062_hflip.png,0,0,0062
images/augs/cell0062_90deg.png,0,0,0062
images/augs/cell0062_180deg.png,0,0,0062
images/augs/cell0062_270deg.png,0,0,0062
images/augs/cell0356_vflip.png,0,0,0356
images/augs/cell0356_hflip.png,0,0,0356
images/augs/cell0356_90deg.png,0,0,0356
images/augs/cell0356_180deg.png,0,0,0356
images/augs/cell0356_270deg.png,0,0,0356
images/augs/cell2178_vflip.png,0,0,2178
images/augs/cell2178_hflip.png,0,0,2178
images/augs/cell2178_90deg.png,0,0,2178
images/augs/cell2178_180deg.png,0,0,2178
images/augs/cell2178_270deg.png,0,0,2178
images/augs/cell0926_vflip.png,0,0,0926
images/augs/cell0926_hflip.png,0,0,0926
images/augs/cell0926_90deg.png,0,0,0926
images/augs/cell0926_180deg.png,0,0,0926
images/augs/cell0926_270deg.png,0,0,0926
images/augs/cell1581_vflip.png,0,0,1581
images/augs/cell1581_hflip.png,0,0,1581
images/augs/cell1581_90deg.png,0,0,1581
images/augs/cell1581_180deg.png,0,0,1581
images/augs/cell1581_270deg.png,0,0,1581
images/augs/cell2193_vflip.png,0,0,2193
images/augs/cell2193_hflip.png,0,0,2193
images/augs/cell2193_90deg.png,0,0,2193
images/augs/cell2193_180deg.png,0,0,2193
images/augs/cell2193_270deg.png,0,0,2193
images/augs/cell1753_vflip.png,0,0,1753
images/augs/cell1753_hflip.png,0,0,1753
images/augs/cell1753_90deg.png,0,0,1753
images/augs/cell1753_180deg.png,0,0,1753
images/augs/cell1753_270deg.png,0,0,1753
images/augs/cell2179_vflip.png,0,0,2179
images/augs/cell2179_hflip.png,0,0,2179
images/augs/cell2179_90deg.png,0,0,2179
images/augs/cell2179_180deg.png,0,0,2179
images/augs/cell2179_270deg.png,0,0,2179
images/augs/cell2197_vflip.png,0,0,2197
images/augs/cell2197_hflip.png,0,0,2197
images/augs/cell2197_90deg.png,0,0,2197
images/augs/cell2197_180deg.png,0,0,2197
images/augs/cell2197_270deg.png,0,0,2197
images/augs/cell1033_vflip.png,0,0,1033
images/augs/cell1033_hflip.png,0,0,1033
images/augs/cell1033_90deg.png,0,0,1033
images/augs/cell1033_180deg.png,0,0,1033
images/augs/cell1033_270deg.png,0,0,1033
images/augs/cell0561_vflip.png,0,0,0561
images/augs/cell0561_hflip.png,0,0,0561
images/augs/cell0561_90deg.png,0,0,0561
images/augs/cell0561_180deg.png,0,0,0561
images/augs/cell0561_270deg.png,0,0,0561
images/augs/cell1899_vflip.png,0,0,1899
images/augs/cell1899_hflip.png,0,0,1899
images/augs/cell1899_90deg.png,0,0,1899
images/augs/cell1899_180deg.png,0,0,1899
images/augs/cell1899_270deg.png,0,0,1899
images/augs/cell1350_vflip.png,0,0,1350
images/augs/cell1350_hflip.png,0,0,1350
images/augs/cell1350_90deg.png,0,0,1350
images/augs/cell1350_180deg.png,0,0,1350
images/augs/cell1350_270deg.png,0,0,1350
images/augs/cell1800_vflip.png,0,0,1800
images/augs/cell1800_hflip.png,0,0,1800
images/augs/cell1800_90deg.png,0,0,1800
images/augs/cell1800_180deg.png,0,0,1800
images/augs/cell1800_270deg.png,0,0,1800
images/augs/cell1485_vflip.png,0,0,1485
images/augs/cell1485_hflip.png,0,0,1485
images/augs/cell1485_90deg.png,0,0,1485
images/augs/cell1485_180deg.png,0,0,1485
images/augs/cell1485_270deg.png,0,0,1485
images/augs/cell2337_vflip.png,0,0,2337
images/augs/cell2337_hflip.png,0,0,2337
images/augs/cell2337_90deg.png,0,0,2337
images/augs/cell2337_180deg.png,0,0,2337
images/augs/cell2337_270deg.png,0,0,2337
images/augs/cell0820_vflip.png,0,0,0820
images/augs/cell0820_hflip.png,0,0,0820
images/augs/cell0820_90deg.png,0,0,0820
images/augs/cell0820_180deg.png,0,0,0820
images/augs/cell0820_270deg.png,0,0,0820
images/augs/cell1479_vflip.png,0,0,1479
images/augs/cell1479_hflip.png,0,0,1479
images/augs/cell1479_90deg.png,0,0,1479
images/augs/cell1479_180deg.png,0,0,1479
images/augs/cell1479_270deg.png,0,0,1479
images/augs/cell1883_vflip.png,0,0,1883
images/augs/cell1883_hflip.png,0,0,1883
images/augs/cell1883_90deg.png,0,0,1883
images/augs/cell1883_180deg.png,0,0,1883
images/augs/cell1883_270deg.png,0,0,1883
images/augs/cell1758_vflip.png,0,0,1758
images/augs/cell1758_hflip.png,0,0,1758
images/augs/cell1758_90deg.png,0,0,1758
images/augs/cell1758_180deg.png,0,0,1758
images/augs/cell1758_270deg.png,0,0,1758
images/augs/cell2415_vflip.png,0,0,2415
images/augs/cell2415_hflip.png,0,0,2415
images/augs/cell2415_90deg.png,0,0,2415
images/augs/cell2415_180deg.png,0,0,2415
images/augs/cell2415_270deg.png,0,0,2415
images/augs/cell1492_vflip.png,0,0,1492
images/augs/cell1492_hflip.png,0,0,1492
images/augs/cell1492_90deg.png,0,0,1492
images/augs/cell1492_180deg.png,0,0,1492
images/augs/cell1492_270deg.png,0,0,1492
images/augs/cell0854_vflip.png,1,0,0854
images/augs/cell0854_hflip.png,1,0,0854
images/augs/cell0854_90deg.png,1,0,0854
images/augs/cell0854_180deg.png,1,0,0854
images/augs/cell0854_270deg.png,1,0,0854
images/augs/cell2102_vflip.png,0,0,2102
images/augs/cell2102_hflip.png,0,0,2102
images/augs/cell2102_90deg.png,0,0,2102
images/augs/cell2102_180deg.png,0,0,2102
images/augs/cell2102_270deg.png,0,0,2102
images/augs/cell1100_vflip.png,0,0,1100
images/augs/cell1100_hflip.png,0,0,1100
images/augs/cell1100_90deg.png,0,0,1100
images/augs/cell1100_180deg.png,0,0,1100
images/augs/cell1100_270deg.png,0,0,1100
images/augs/cell1913_vflip.png,0,0,1913
images/augs/cell1913_hflip.png,0,0,1913
images/augs/cell1913_90deg.png,0,0,1913
images/augs/cell1913_180deg.png,0,0,1913
images/augs/cell1913_270deg.png,0,0,1913
images/augs/cell2475_vflip.png,0,0,2475
images/augs/cell2475_hflip.png,0,0,2475
images/augs/cell2475_90deg.png,0,0,2475
images/augs/cell2475_180deg.png,0,0,2475
images/augs/cell2475_270deg.png,0,0,2475
images/augs/cell1466_vflip.png,0,0,1466
images/augs/cell1466_hflip.png,0,0,1466
images/augs/cell1466_90deg.png,0,0,1466
images/augs/cell1466_180deg.png,0,0,1466
images/augs/cell1466_270deg.png,0,0,1466
images/augs/cell0015_vflip.png,1,0,0015
images/augs/cell0015_hflip.png,1,0,0015
images/augs/cell0015_90deg.png,1,0,0015
images/augs/cell0015_180deg.png,1,0,0015
images/augs/cell0015_270deg.png,1,0,0015
images/augs/cell2031_vflip.png,0,0,2031
images/augs/cell2031_hflip.png,0,0,2031
images/augs/cell2031_90deg.png,0,0,2031
images/augs/cell2031_180deg.png,0,0,2031
images/augs/cell2031_270deg.png,0,0,2031
images/augs/cell1938_vflip.png,0,0,1938
images/augs/cell1938_hflip.png,0,0,1938
images/augs/cell1938_90deg.png,0,0,1938
images/augs/cell1938_180deg.png,0,0,1938
images/augs/cell1938_270deg.png,0,0,1938
images/augs/cell1130_vflip.png,0,0,1130
images/augs/cell1130_hflip.png,0,0,1130
images/augs/cell1130_90deg.png,0,0,1130
images/augs/cell1130_180deg.png,0,0,1130
images/augs/cell1130_270deg.png,0,0,1130
images/augs/cell2170_vflip.png,0,0,2170
images/augs/cell2170_hflip.png,0,0,2170
images/augs/cell2170_90deg.png,0,0,2170
images/augs/cell2170_180deg.png,0,0,2170
images/augs/cell2170_270deg.png,0,0,2170
images/augs/cell1468_vflip.png,0,0,1468
images/augs/cell1468_hflip.png,0,0,1468
images/augs/cell1468_90deg.png,0,0,1468
images/augs/cell1468_180deg.png,0,0,1468
images/augs/cell1468_270deg.png,0,0,1468
images/augs/cell1174_vflip.png,0,0,1174
images/augs/cell1174_hflip.png,0,0,1174
images/augs/cell1174_90deg.png,0,0,1174
images/augs/cell1174_180deg.png,0,0,1174
images/augs/cell1174_270deg.png,0,0,1174
images/augs/cell0878_vflip.png,1,0,0878
images/augs/cell0878_hflip.png,1,0,0878
images/augs/cell0878_90deg.png,1,0,0878
images/augs/cell0878_180deg.png,1,0,0878
images/augs/cell0878_270deg.png,1,0,0878
images/augs/cell1983_vflip.png,0,0,1983
images/augs/cell1983_hflip.png,0,0,1983
images/augs/cell1983_90deg.png,0,0,1983
images/augs/cell1983_180deg.png,0,0,1983
images/augs/cell1983_270deg.png,0,0,1983
images/augs/cell2302_vflip.png,0,0,2302
images/augs/cell2302_hflip.png,0,0,2302
images/augs/cell2302_90deg.png,0,0,2302
images/augs/cell2302_180deg.png,0,0,2302
images/augs/cell2302_270deg.png,0,0,2302
images/augs/cell1762_vflip.png,0,0,1762
images/augs/cell1762_hflip.png,0,0,1762
images/augs/cell1762_90deg.png,0,0,1762
images/augs/cell1762_180deg.png,0,0,1762
images/augs/cell1762_270deg.png,0,0,1762
images/augs/cell1812_vflip.png,0,0,1812
images/augs/cell1812_hflip.png,0,0,1812
images/augs/cell1812_90deg.png,0,0,1812
images/augs/cell1812_180deg.png,0,0,1812
images/augs/cell1812_270deg.png,0,0,1812
images/augs/cell1951_vflip.png,0,0,1951
images/augs/cell1951_hflip.png,0,0,1951
images/augs/cell1951_90deg.png,0,0,1951
images/augs/cell1951_180deg.png,0,0,1951
images/augs/cell1951_270deg.png,0,0,1951
images/augs/cell2268_vflip.png,0,0,2268
images/augs/cell2268_hflip.png,0,0,2268
images/augs/cell2268_90deg.png,0,0,2268
images/augs/cell2268_180deg.png,0,0,2268
images/augs/cell2268_270deg.png,0,0,2268
images/augs/cell2498_vflip.png,0,0,2498
images/augs/cell2498_hflip.png,0,0,2498
images/augs/cell2498_90deg.png,0,0,2498
images/augs/cell2498_180deg.png,0,0,2498
images/augs/cell2498_270deg.png,0,0,2498
images/augs/cell1559_vflip.png,0,0,1559
images/augs/cell1559_hflip.png,0,0,1559
images/augs/cell1559_90deg.png,0,0,1559
images/augs/cell1559_180deg.png,0,0,1559
images/augs/cell1559_270deg.png,0,0,1559
images/augs/cell0839_vflip.png,0,0,0839
images/augs/cell0839_hflip.png,0,0,0839
images/augs/cell0839_90deg.png,0,0,0839
images/augs/cell0839_180deg.png,0,0,0839
images/augs/cell0839_270deg.png,0,0,0839
images/augs/cell2532_vflip.png,0,0,2532
images/augs/cell2532_hflip.png,0,0,2532
images/augs/cell2532_90deg.png,0,0,2532
images/augs/cell2532_180deg.png,0,0,2532
images/augs/cell2532_270deg.png,0,0,2532
images/augs/cell0804_vflip.png,0,0,0804
images/augs/cell0804_hflip.png,0,0,0804
images/augs/cell0804_90deg.png,0,0,0804
images/augs/cell0804_180deg.png,0,0,0804
images/augs/cell0804_270deg.png,0,0,0804
images/augs/cell1158_vflip.png,0,0,1158
images/augs/cell1158_hflip.png,0,0,1158
images/augs/cell1158_90deg.png,0,0,1158
images/augs/cell1158_180deg.png,0,0,1158
images/augs/cell1158_270deg.png,0,0,1158
images/augs/cell0274_vflip.png,1,0,0274
images/augs/cell0274_hflip.png,1,0,0274
images/augs/cell0274_90deg.png,1,0,0274
images/augs/cell0274_180deg.png,1,0,0274
images/augs/cell0274_270deg.png,1,0,0274
images/augs/cell1228_vflip.png,0,0,1228
images/augs/cell1228_hflip.png,0,0,1228
images/augs/cell1228_90deg.png,0,0,1228
images/augs/cell1228_180deg.png,0,0,1228
images/augs/cell1228_270deg.png,0,0,1228
images/augs/cell0818_vflip.png,0,0,0818
images/augs/cell0818_hflip.png,0,0,0818
images/augs/cell0818_90deg.png,0,0,0818
images/augs/cell0818_180deg.png,0,0,0818
images/augs/cell0818_270deg.png,0,0,0818
images/augs/cell0421_vflip.png,1,1,0421
images/augs/cell0421_hflip.png,1,1,0421
images/augs/cell0421_90deg.png,1,1,0421
images/augs/cell0421_180deg.png,1,1,0421
images/augs/cell0421_270deg.png,1,1,0421
images/augs/cell1545_vflip.png,0,0,1545
images/augs/cell1545_hflip.png,0,0,1545
images/augs/cell1545_90deg.png,0,0,1545
